record_kind,sheet_id,global_id,ifc_class,object_name,type_name,type_description,container,installation_role,bbox_min_mm,bbox_max_mm,dimensions_mm,manufacturer,product_name,product_variant,candidate_use,dimension_status,review_status,human_review_required,basis,confidence,equipment_id,equipment_decision_status,equipment_procurement_status,equipment_source_ids,installation_requirement_count,blocking_requirement_count,stop_condition,source_ifc_sha256
existing_object,I-501,3$pRSkBwj3GBEWO3wFtT$p,IfcFurniture,Furniture,HP,Pantry Handle,VVD,fixed_furniture,"[2584.897461,-3666.067352,60.0]","[2639.745545,-3305.932678,2383.0]","[54.848083,360.134674,2323.0]",,,,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,类型、VVD 容器与 55×360×2323 mm 全高几何共同识别为固定柜体部件,0.99,FURIFC-063,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-501,1hxf4jdsL2Be5WM4fHYpIW,IfcFurniture,Furniture,SB03,Sideboard Th16 H2383 L645,VVD,fixed_furniture,"[2537.499972,-3682.000046,0.0]","[3182.500409,-3665.999985,2383.0]","[645.000438,16.000061,2383.0]",,,,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,用户确认 SB03 为柜子侧板并固定安装,1.0,FURIFC-032,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-501,0VbFNV4pHE3QauKO$4CWcv,IfcFurniture,Furniture,SKI03,Skirting Th16 H60 L2250,VVD,fixed_furniture,"[2611.76181,-3666.013435,0.0]","[2627.762177,-1416.00956,60.0]","[16.000366,2250.003876,60.0]",,,,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,用户确认 SKI03 为柜子踢脚板并固定安装,1.0,FURIFC-021,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-501,3oi7zJVsn93h2bH86MGcPH,IfcFurniture,Island,BD600DW,Dishwasher Cabinet D745 L600 H888,VVD,fixed_furniture,"[822.0,-2497.0,14.0]","[1422.0,-1730.0,902.0]","[600.0,767.0,888.0]",,,,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,类型与 VVD 中 600×767×888 mm 几何共同识别为岛台固定柜体单元,0.99,FURIFC-031,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-501,0etjVZleH2DvGnYhJm0BCK,IfcFurniture,Island,BD600P,Door Base D745 L600 H693,VVD,fixed_furniture,"[-978.002739,-2496.997731,14.0]","[-378.002739,-1729.997731,707.0]","[600.0,767.0,693.0]",,,,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,类型与 VVD 中 600×767×693 mm 几何共同识别为岛台固定柜体单元,0.99,FURIFC-062,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-501,1B6IEQzi53sQKQXMKDU2XE,IfcFurniture,Island,BS1200P,Base D331 L1200 H693,VVD,fixed_furniture,"[222.000671,-1729.999684,14.0]","[1422.000671,-1398.999684,707.0]","[1200.0,331.0,693.0]",,,,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,类型与 VVD 中 1200×331×693 mm 几何共同识别为岛台固定柜体单元,0.99,FURIFC-039,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-501,1QPmeve6fEIhNrBYMdD2sJ,IfcFurniture,Island,BS1200P,Base D331 L1200 H693,VVD,fixed_furniture,"[-977.999298,-1729.999756,14.0]","[222.000702,-1398.999756,707.0]","[1200.0,331.0,693.0]",,,,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,类型与 VVD 中 1200×331×693 mm 几何共同识别为岛台固定柜体单元,0.99,FURIFC-039,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-501,1RpVI19eXDARuMuhztB5IR,IfcFurniture,Island,D600P,Cabinet Door D331 L1200 H693,VVD,fixed_furniture,"[822.0,-1396.0,74.0]","[1422.0,-1377.0,660.980896]","[600.0,19.0,586.980896]",,,,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,类型与 VVD 中 600×19×587 mm 薄板几何共同识别为固定柜门板,0.99,FURIFC-040,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-501,2Zjq0wICPAYAr4RNJLeesH,IfcFurniture,Island,D600P,Cabinet Door D331 L1200 H693,VVD,fixed_furniture,"[222.0,-1396.0,74.0]","[822.0,-1377.0,660.980896]","[600.0,19.0,586.980896]",,,,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,类型与 VVD 中 600×19×587 mm 薄板几何共同识别为固定柜门板,0.99,FURIFC-040,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-501,3vRIKiKbL9nAvF_CZkYkxA,IfcFurniture,Island,D600P,Cabinet Door D331 L1200 H693,VVD,fixed_furniture,"[-378.0,-1396.0,74.0]","[222.0,-1377.0,660.980896]","[600.0,19.0,586.980896]",,,,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,类型与 VVD 中 600×19×587 mm 薄板几何共同识别为固定柜门板,0.99,FURIFC-040,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-501,2qhynM3rf33AQqbI129k2v,IfcFurniture,Island,D600P,Cabinet Door D331 L1200 H693,VVD,fixed_furniture,"[-978.0,-1396.0,74.0]","[-378.0,-1377.0,660.980896]","[600.0,19.0,586.980896]",,,,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,类型与 VVD 中 600×19×587 mm 薄板几何共同识别为固定柜门板,0.99,FURIFC-040,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-501,0NyJR9FMf6sBa1V_Jb5FkK,IfcFurniture,Island,POT1200,Pull Out Tray D300 L1200 H179,VVD,fixed_furniture,"[222.0,-1725.0,708.0]","[1422.0,-1425.0,887.0]","[1200.0,300.0,179.0]",,,,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,类型、VVD 容器与 1200×300×179 mm 几何共同识别为固定柜体内部单元,0.99,FURIFC-023,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-501,1MXBM_4krBEgVwJi3PFF3A,IfcFurniture,Island,POT600,Pull Out Tray D300 L600 H179,VVD,fixed_furniture,"[-378.0,-1725.0,708.0]","[222.0,-1425.0,887.0]","[600.0,300.0,179.0]",,,,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,类型、VVD 容器与 600×300×179 mm 几何共同识别为固定柜体内部单元,0.99,FURIFC-026,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-501,3s1sv3rivC_B$dTKwCA4kt,IfcFurniture,Island,SKI04,Skirting Th16 H60 L2400,VVD,fixed_furniture,"[-978.0,-2451.0,14.0]","[1422.0,-2435.0,74.0]","[2400.0,16.0,60.0]",,,,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,与已确认 SKI03 同系列且具有 2400×16×60 mm 踢脚板几何,0.99,FURIFC-018,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-501,1JMXCthV161Ay1zyyjMeYY,IfcFurniture,Island,SKI04,Skirting Th16 H60 L2400,VVD,fixed_furniture,"[-978.0,-1439.0,14.0]","[1422.0,-1423.0,74.0]","[2400.0,16.0,60.0]",,,,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,与已确认 SKI03 同系列且具有 2400×16×60 mm 踢脚板几何,0.99,FURIFC-018,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-501,3EaO22qXv38wM47SaLX1Yk,IfcFurniture,Island,SB02,Sideboard Th16 L1120 H693,VVD,fixed_furniture,"[-994.0,-2497.0,14.0]","[-978.0,-1377.0,707.0]","[16.0,1120.0,693.0]",,,,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,类型、VVD 容器与 16 mm 薄板几何共同识别为固定柜体侧板,0.99,FURIFC-052,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-501,2$z307bK1B_v__FItEcqkC,IfcFurniture,Island,SB01,Sideboard Th16 L1120 H888,VVD,fixed_furniture,"[1422.0,-2497.0,14.0]","[1438.0,-1377.0,902.0]","[16.0,1120.0,888.0]",,,,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,类型、VVD 容器与 16 mm 薄板几何共同识别为固定柜体侧板,0.99,FURIFC-045,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-501,1P9tbKJXXBlP00xtCWHNEd,IfcFurniture,Table,TAB01,VVD Island Table,VVD,loose_furniture,"[-1677.801073,-2877.477825,14.0]","[-377.806127,-1377.465601,767.0]","[1299.994946,1500.012224,753.0]",,,,clearance_context_only,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,assigned IfcFurnitureType.PredefinedType explicitly identifies TABLE; no fixed installation anchor is required,1.0,FURIFC-022,ifc_observed,existing,"[""IFC-FORMAL-001""]",0,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-501,1luHljRzDAhPNXxTDNu7qB,IfcFurniture,Furniture,CHA01,Baxter Colette,VVD,loose_furniture,"[-2136.927521,-2722.438482,0.0]","[-1543.44458,-2153.972479,734.464966]","[593.482941,568.466003,734.464966]",,,,clearance_context_only,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,assigned IfcFurnitureType.PredefinedType explicitly identifies CHAIR; no fixed installation anchor is required,1.0,FURIFC-035,ifc_observed,existing,"[""IFC-FORMAL-001""]",0,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-504,19MpdkWqXC7uhUNhLQgrce,IfcFurniture,505 UP V1.LP.S,,,LIVING,fixed_furniture,"[2805.181026,-1400.0,0.0]","[5717.181026,-963.500549,2380.0]","[2912.0,436.499451,2380.0]",,,,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,对象名 505 UP V1.LP.S、LIVING 容器与 2912×436×2380 mm 全高柜体几何共同证明固定安装,0.99,FURIFC-001,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-504,3YoxxZCgbF3Ap7gztAKkcs,IfcFurniture,Furniture,CHA02,RODA Orson 2,LIVING,loose_furniture,"[495.728943,3720.374969,10.0]","[1102.571014,4379.625061,787.0]","[606.842072,659.250092,777.0]",,,,clearance_context_only,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,assigned IfcFurnitureType.PredefinedType explicitly identifies CHAIR; no fixed installation anchor is required,1.0,FURIFC-041,ifc_observed,existing,"[""IFC-FORMAL-001""]",0,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-504,1GkE2YZ316gQw10Ev5DZOp,IfcFurniture,Furniture,CHA02,RODA Orson 2,LIVING,loose_furniture,"[2197.816607,3720.374939,10.0]","[2804.658678,4379.625031,787.0]","[606.842072,659.250092,777.0]",,,,clearance_context_only,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,assigned IfcFurnitureType.PredefinedType explicitly identifies CHAIR; no fixed installation anchor is required,1.0,FURIFC-041,ifc_observed,existing,"[""IFC-FORMAL-001""]",0,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-504,2eX84IyLr8_e34nuOoRPLQ,IfcFurniture,Furniture,TAB02,Bernardo 367,LIVING,loose_furniture,"[1425.832391,3869.986534,10.0]","[1925.832391,4369.986534,680.0]","[500.0,500.0,670.0]",,,,clearance_context_only,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,assigned IfcFurnitureType.PredefinedType explicitly identifies TABLE; no fixed installation anchor is required,1.0,FURIFC-004,ifc_observed,existing,"[""IFC-FORMAL-001""]",0,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-504,1HZoxe$df4cBb4UXXH5J2S,IfcFurniture,Furniture,BST03,Stone Bedside Table with Drawer D45,BEDG,loose_furniture,"[-4681.046219,1018.780045,10.0]","[-4218.566238,1481.241013,476.218994]","[462.47998,462.460968,466.218994]",Baxter,Stone,freestanding_bedside_table_with_L_drawer,clearance_context_only,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,类型、BEDG 容器与 462×462×466 mm 几何共同识别为活动床头柜,0.99,FURIFC-028,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-504,3cmikd9MTB$egM5KQaNgUf,IfcFurniture,Furniture,WD03,Poliform SENZAFINE,BEDG,fixed_furniture,"[-4679.988068,222.603582,-9.3e-05]","[-3367.024567,808.24262,2389.5]","[1312.963501,585.639038,2389.500094]",Poliform,Senzafine,,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,类型、BEDG 容器与 1313×586×2390 mm 全高几何共同识别为固定衣柜单元,0.99,FURIFC-013,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-504,3IQBEqO5vDI8Z9k1Ltge_N,IfcFurniture,Furniture,BED01,Casablanca 180,BEDM,loose_furniture,"[-6508.921635,-3882.12793,10.310961]","[-3970.119633,-1617.96106,957.578918]","[2538.802002,2264.16687,947.267957]",,,,clearance_context_only,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,assigned IfcFurnitureType.PredefinedType explicitly identifies BED; no fixed installation anchor is required,1.0,FURIFC-049,ifc_observed,existing,"[""IFC-FORMAL-001""]",0,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-504,3eic1dzkn5heTIn4PhF37v,IfcFurniture,Furniture,BST01,Nifea Comodino diam42xh45,BEDM,loose_furniture,"[-6296.129578,-1675.997633,10.0]","[-5897.097672,-1276.966719,460.0]","[399.031906,399.030914,450.0]",Baxter,Ninfea,bedside_table_opening_side_not_recorded,clearance_context_only,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,类型、BEDM 容器与 399×399×450 mm 几何共同识别为活动床头柜,0.99,FURIFC-011,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-504,3hA0vKpcn44u4Tsx4tqiUz,IfcFurniture,Furniture,BST02,Beside 55x58xh35,BEDM,loose_furniture,"[-6367.031841,-4425.180702,10.0]","[-5789.14259,-3865.180702,260.0]","[577.889252,560.0,250.0]",Baxter,Beside,bedside_table,clearance_context_only,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,类型、BEDM 容器与 578×560×250 mm 几何共同识别为活动床头柜,0.99,FURIFC-030,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-504,2mPTt7$nvBSAn28I9NWt6T,IfcFurniture,Furniture,WD01,Poliform Pivot Senzafine,BEDM,fixed_furniture,"[-3225.189209,-2758.672364,9.930002]","[-2551.664869,-1555.793518,2399.952881]","[673.52434,1202.878845,2390.022879]",Poliform,Senzafine + Pivot,freestanding_wardrobe_and_wall_mounted_pivot,fixed_joinery_detail,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,类型、BEDM 容器与 674×1203×2390 mm 全高几何共同识别为固定衣柜单元,0.99,FURIFC-019,ifc_observed,existing,"[""IFC-FORMAL-001""]",1,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-504,3osoWufdD1mhDDAM6lcix4,IfcFurniture,MiamiSoft E09,MiamiSoft E09,R terminal module 130 x 108 h70/80 cm,LIVING,loose_furniture,"[1669.321146,72.775251,10.0]","[2814.075296,1415.948164,807.479919]","[1144.75415,1343.172913,797.479919]",,,,clearance_context_only,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,assigned IfcFurnitureType.PredefinedType explicitly identifies SOFA; no fixed installation anchor is required,1.0,FURIFC-048,ifc_observed,existing,"[""IFC-FORMAL-001""]",0,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-504,1G7iO6CfP64PjummX$qTbt,IfcFurniture,MiamiSoft E07,MiamiSoft E07,L dormeuse 150 x 170 h70/80 cm,LIVING,loose_furniture,"[1132.551482,1391.738354,10.0]","[2843.037322,2935.569653,807.484863]","[1710.48584,1543.831299,797.484863]",,,,clearance_context_only,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,assigned IfcFurnitureType.PredefinedType explicitly identifies SOFA; no fixed installation anchor is required,1.0,FURIFC-006,ifc_observed,existing,"[""IFC-FORMAL-001""]",0,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
existing_object,I-504,1y3lLYK$H9fPbuh1R1vAKX,IfcFurniture,Furniture,MiamiSoft F03,Pouf 170 x 108 h40 cm,LIVING,loose_furniture,"[2736.287827,630.202002,10.0]","[3839.447739,2377.741003,474.938965]","[1103.159912,1747.539001,464.938965]",,,,clearance_context_only,existing_world_bbox_not_fabrication_dimension,existing_model_candidate,no,assigned IfcFurnitureType.PredefinedType explicitly identifies SOFA; no fixed installation anchor is required,1.0,FURIFC-005,ifc_observed,existing,"[""IFC-FORMAL-001""]",0,0,Do not infer fabrication openings or service connection centres from this envelope.,60552c51c71de8e86f6a7f0b722cddbb901843b81ec8c5d56d52d659cb86b2a6
